INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
50407	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20061	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50408	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20061	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50409	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20061	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50500	刺猬宝宝	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20023	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50501	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20022	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50502	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20022	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50503	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20022	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50504	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20024	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50505	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20024	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50506	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20024	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50507	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20025	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50508	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20025	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50509	二代刺猬	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20025	1	1	-1	100	50	11904	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50600	螳螂宝宝	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20062	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50601	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20064	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50602	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20064	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50603	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20064	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50604	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20063	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50605	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20063	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50606	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20063	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50607	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20065	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50608	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20065	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50609	二代螳螂	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20065	1	1	-1	100	50	11915	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50700	鳄鱼宝宝	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20030	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50701	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20032	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50702	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20032	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50703	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20032	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50704	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20031	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50705	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20031	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50706	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20031	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50707	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20033	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50708	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20033	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50709	二代鳄鱼	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20033	1	1	-1	100	50	11905	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51100	鹰宝宝	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20078	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51101	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20079	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51102	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20079	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51103	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20079	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51104	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20080	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51105	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20080	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51106	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20080	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51107	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20081	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51108	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20081	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51109	二代鹰	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20081	1	1	-1	100	50	11918	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51200	冰蚕宝宝	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20014	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51201	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20016	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51202	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20016	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51203	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20016	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51204	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20015	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51205	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20015	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51206	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20015	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51207	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20017	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51208	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20017	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51209	二代冰蚕	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20017	1	1	-1	100	50	11903	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51300	豹子宝宝	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20054	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51301	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20055	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51302	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20055	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51303	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20055	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51304	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20056	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51305	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20056	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51306	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20056	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51307	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20057	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51308	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20057	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51309	二代豹子	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20057	1	1	-1	100	50	11902	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51400	北极熊宝宝	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20010	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51401	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20013	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51402	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20013	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51403	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20013	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51404	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20012	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51405	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20012	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51406	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20012	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
51407	二代北极熊	1	65	1	0	-1	0	-1	9	20	1	0.1	1	0	4703	3618	4703	3618	25070	3681	0	0	6273	896	183	183	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20011	1	1	-1	100	50	11916	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
